function_kind,function_name,duration_ms,time_stamp,attributes
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.033,2019-06-04T18:09:15.906584Z,"{""w_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""conv_desc"":{""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""val"":[1,1],""type"":""int""},""group_count"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""array_length"":{""type"":""int"",""val"":2},""dilation_a"":{""type"":""int"",""val"":[1,1]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.906584Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dx_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_WINOGRAD (4)""}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""duration"":0,""dy_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.029,2019-06-04T18:09:15.906617Z,"{""x_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""conv_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""group_count"":{""type"":""int"",""val"":2}},""dw_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.906617Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""duration"":0,""dy_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}}}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.036,2019-06-04T18:09:15.906646Z,"{""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""array_length"":{""val"":2,""type"":""int""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[1,1]},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2}},""y_desc"":{""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""x_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]}},""w_desc"":{""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.906646Z""}"
ConvolutionForward,cudnnConvolutionForward,0.066,2019-06-04T18:09:15.906682Z,"{""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":7374340}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""function_kind"":""ConvolutionForward"",""function_name"":""cudnnConvolutionForward"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""conv_desc"":{""group_count"":{""type"":""int"",""val"":2},""mode"":{""val"":""CUDNN_CROSS_CORRELATION (1)"",""type"":""cudnnConvolutionMode_t""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[1,1]}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349404086272}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""time_stamp"":""2019-06-04T18:09:15.906682Z"",""x_desc"":{""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,384,14,14],""type"":""int""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""y_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]}},""duration"":0,""w_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}}}"
AddTensor,cudnnAddTensor,0.064,2019-06-04T18:09:15.906748Z,"{""duration"":0,""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""bias_data"":{""opinfo"":{""addr"":140349399027712,""location"":""dev""}},""beta"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""src_dest_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""src_dest_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""bias_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,1,1]},""stride_a"":{""type"":""int"",""val"":[384,1,1,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""function_kind"":""AddTensor"",""function_name"":""cudnnAddTensor"",""time_stamp"":""2019-06-04T18:09:15.906748Z""}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.034,2019-06-04T18:09:15.906812Z,"{""duration"":0,""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_WINOGRAD (4)""}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""stride_a"":{""val"":[1,1],""type"":""int""},""array_length"":{""type"":""int"",""val"":2},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""pad_a"":{""val"":[0,0],""type"":""int""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""group_count"":{""type"":""int"",""val"":2}},""dx_desc"":{""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.906812Z"",""w_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""val"":[36864,144,12,1],""type"":""int""}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.028,2019-06-04T18:09:15.906846Z,"{""dw_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""x_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.906846Z"",""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""array_length"":{""type"":""int"",""val"":2},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize""}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.037,2019-06-04T18:09:15.906874Z,"{""w_desc"":{""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2},""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""array_length"":{""val"":2,""type"":""int""},""pad_a"":{""type"":""int"",""val"":[0,0]}},""y_desc"":{""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,256,12,12],""type"":""int""}},""time_stamp"":""2019-06-04T18:09:15.906874Z"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""x_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""val"":[75264,196,14,1],""type"":""int""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""duration"":0}"
ConvolutionForward,cudnnConvolutionForward,0.061,2019-06-04T18:09:15.906911Z,"{""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""y_data"":{""opinfo"":{""addr"":140349418766336,""location"":""dev""}},""function_kind"":""ConvolutionForward"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""x_desc"":{""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349408280576}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":4916228}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.906911Z"",""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""x_data"":{""opinfo"":{""addr"":140349420863488,""location"":""dev""}},""w_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""y_desc"":{""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""val"":[36864,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""function_name"":""cudnnConvolutionForward"",""conv_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""stride_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""type"":""int"",""val"":[0,0]}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)"",""type"":""cudnnConvolutionFwdAlgo_t""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}}}"
AddTensor,cudnnAddTensor,0.051,2019-06-04T18:09:15.906972Z,"{""time_stamp"":""2019-06-04T18:09:15.906972Z"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""bias_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,1,1]},""stride_a"":{""val"":[256,1,1,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""beta"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""function_kind"":""AddTensor"",""function_name"":""cudnnAddTensor"",""duration"":0,""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""bias_data"":{""opinfo"":{""location"":""dev"",""addr"":140349410050048}},""src_dest_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]}},""src_dest_data"":{""opinfo"":{""addr"":140349418766336,""location"":""dev""}}}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.019,2019-06-04T18:09:15.907023Z,"{""function_name"":""cudnnSetTensor4dDescriptor"",""duration"":0,""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""n"":{""opinfo"":{""type"":""int"",""val"":1}},""h"":{""opinfo"":{""type"":""int"",""val"":13}},""w"":{""opinfo"":{""type"":""int"",""val"":13}},""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""c"":{""opinfo"":{""type"":""int"",""val"":256}},""function_kind"":""SetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.907023Z""}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.013,2019-06-04T18:09:15.907042Z,"{""w_stride"":{""opinfo"":{""type"":""int"",""val"":1}},""function_name"":""cudnnSetTensor4dDescriptorEx"",""n"":{""opinfo"":{""type"":""int"",""val"":1}},""h"":{""opinfo"":{""type"":""int"",""val"":13}},""c_stride"":{""opinfo"":{""val"":169,""type"":""int""}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":43264}},""h_stride"":{""opinfo"":{""val"":13,""type"":""int""}},""function_kind"":""SetTensor4dDescriptorEx"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.907042Z"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""type"":""int"",""val"":256}},""w"":{""opinfo"":{""type"":""int"",""val"":13}}}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.014,2019-06-04T18:09:15.907055Z,"{""function_kind"":""SetTensor4dDescriptor"",""function_name"":""cudnnSetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.907055Z"",""format"":{""opinfo"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""}},""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""h"":{""opinfo"":{""type"":""int"",""val"":6}},""duration"":0,""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c"":{""opinfo"":{""type"":""int"",""val"":256}},""w"":{""opinfo"":{""type"":""int"",""val"":6}}}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.014,2019-06-04T18:09:15.907069Z,"{""c_stride"":{""opinfo"":{""type"":""int"",""val"":36}},""w_stride"":{""opinfo"":{""val"":1,""type"":""int""}},""function_kind"":""SetTensor4dDescriptorEx"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.907069Z"",""n"":{""opinfo"":{""val"":1,""type"":""int""}},""c"":{""opinfo"":{""type"":""int"",""val"":256}},""h"":{""opinfo"":{""type"":""int"",""val"":6}},""w"":{""opinfo"":{""type"":""int"",""val"":6}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":9216}},""h_stride"":{""opinfo"":{""type"":""int"",""val"":6}},""function_name"":""cudnnSetTensor4dDescriptorEx"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}}}"
SetPooling2dDescriptor,cudnnSetPooling2dDescriptor,0.014,2019-06-04T18:09:15.907083Z,"{""function_name"":""cudnnSetPooling2dDescriptor"",""mode"":{""opinfo"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""}},""window_height"":{""opinfo"":{""val"":3,""type"":""int""}},""vertical_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""horizontal_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""function_kind"":""SetPooling2dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.907083Z"",""maxpooling_nan_opt"":{""opinfo"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""}},""window_width"":{""opinfo"":{""type"":""int"",""val"":3}},""vertical_padding"":{""opinfo"":{""type"":""int"",""val"":0}},""horizontal_padding"":{""opinfo"":{""type"":""int"",""val"":0}}}"
SetPoolingNdDescriptor,cudnnSetPoolingNdDescriptor,0.024,2019-06-04T18:09:15.907097Z,"{""mode"":{""opinfo"":{""val"":""CUDNN_POOLING_MAX (0)"",""type"":""cudnnPoolingMode_t""}},""window_dim_a"":{""opinfo"":{""type"":""int"",""val"":[3,3]}},""function_kind"":""SetPoolingNdDescriptor"",""duration"":0,""function_name"":""cudnnSetPoolingNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.907097Z"",""maxpooling_nan_opt"":{""opinfo"":{""val"":""CUDNN_NOT_PROPAGATE_NAN (0)"",""type"":""cudnnNanPropagation_t""}},""nb_dims"":{""opinfo"":{""type"":""int"",""val"":2}},""padding_a"":{""opinfo"":{""type"":""int"",""val"":[0,0]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[2,2]}}}"
